"Submission Date",Cinsiyet,"Yan haklarınız","Şirketiniz hangi lokasyon merkezli?","Şirketiniz hangi ülke merkezli?","Şirketiniz hangi şehirde? (Eğer Türkiye ise)","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Hangi pozisyonda çalışıyorsunuz?","Çalıştığınız şirketteki unvanınız nedir?",Deneyim,"Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?","Kazancınız hangi para biriminde?","Maaş tipi","Senede kaç kez zam alıyorsunuz?","Ara zam / iyileştirme oranınız hangi aralıkta?","Yemek kartınız varsa günlük güncel miktar nedir?","Maaş / Aylık Türk Lirası cinsinden          (Ortalama ""NET"" ücret)"
"Şub 3, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Remote,"10.000 ve üzeri","Fullstack Developer / Engineer",Junior,"0-1 Yıl","C# / .NET Framework
DevOps araçları
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,2,%36-%50,"210-250 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Sertifika sınav ücretleri
Tıbbi izin",Türkiye,,,Remote,51-150,"Frontend Developer / Engineer",Mid,"3-5 Yıl","Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Salesforce","Türk Lirası",Net,2,%36-%50,"180-210 TL","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","41 Kocaeli",Remote,1.000-5.000,Intern,"Yeni mezun","0-1 Yıl","Java ve bağlı framework'ler","Türk Lirası",Net,1,%36-%50,"250-300 TL","17.002 TL - 22.451 TL"
"Şub 3, 2024",Erkek,Hiçbiri,"Yurt dışı","İsviçre ",,Remote,"10.000 ve üzeri","Data Engineer",Mid,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Python
SQL",Euro,Brüt,,Almadım,,"127.553 TL - 150.002 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)",Türkiye,"Türkiye ","06 Ankara",Ofiste,1.000-5.000,"Fullstack Developer / Engineer",Senior,"5-7 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%21-%35,,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)","Yurt dışı","Amerika Birleşik Devletleri ",,Remote,1-10,DevOps,Junior,"0-1 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Linux
Python",Dolar,Brüt,1,Almadım,,"82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","06 Ankara",Hybrid,51-150,"Backend Developer / Engineer",Senior,"5-7 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Kubernetes","Türk Lirası",Net,2,%36-%50,150-180TL,"82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Şirket telefonu",Türkiye,"Türkiye ","58 Sivas",Ofiste,1-10,"Frontend Developer / Engineer",Senior,"5-7 Yıl","Adobe CC araçları
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,1,%36-%50,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Ofiste,21-50,"Backend Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
ChatGPT
DevOps araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Net,2,"%71 ve üzeri",,"29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Backend Developer / Engineer",Junior,"1-3 Yıl","Golang
Java ve bağlı framework'ler
Kotlin
Kubernetes
SQL","Türk Lirası",Net,2,%36-%50,150-180TL,"67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,151-300,"Research and Development Engineer",Junior,"1-3 Yıl","C, C++
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Python","Türk Lirası",Net,3,%11-%20,"210-250 TL","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Personel servisi
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Ofiste,"10.000 ve üzeri","Frontend Developer / Engineer",Junior,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,2,%5-%10,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Erzak yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Team Lead",Staff,"9-12 Yıl",Kotlin,"Türk Lirası",Net,2,%36-%50,"210-250 TL","105.103 TL - 127.552 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,21-50,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
Kubernetes
SQL","Türk Lirası",Net,2,%36-%50,"300 TL ve üzeri","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Udemy vb kurs üyelikleri
Tıbbi izin",Türkiye,,"34 İstanbul",Hybrid,"10.000 ve üzeri","Oracle Developer",Junior,"1-3 Yıl",SQL,"Türk Lirası",Net,2,%51-%70,"250-300 TL","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,Hiçbiri,Türkiye,"Türkiye ","81 Düzce",Remote,1-10,"Fullstack Developer / Engineer",Mid,"3-5 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
NoSQL
PHP
SQL","Türk Lirası",Net,2,%21-%35,,"29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Netflix, Spotify vs",Türkiye,"Türkiye ","06 Ankara",Ofiste,51-150,"Game Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
ChatGPT",Dolar,Net,2,%21-%35,150-180TL,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,11-20,"Fullstack Developer / Engineer",Mid,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Golang
Javascript / Typescript ve bağlı framework'ler
Linux
PHP","Türk Lirası",Net,1,%36-%50,,"37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","06 Ankara",Remote,1.000-5.000,"Software Engineer",Senior,"5-7 Yıl","Golang
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
NoSQL
SQL","Türk Lirası",Net,2,%51-%70,"210-250 TL","150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,"10.000 ve üzeri","Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Java ve bağlı framework'ler","Türk Lirası",Brüt,2,%36-%50,"250-300 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,,"34 İstanbul",Hybrid,51-150,"Project Manager",Senior,"5-7 Yıl","Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Net,2,Almadım,"180-210 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"iOS Developer",Junior,"1-3 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Swift","Türk Lirası",Net,2,%36-%50,"250-300 TL","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ",,Ofiste,1.000-5.000,"Oracle Developer",Staff,"9-12 Yıl",SQL,"Türk Lirası",Net,1,%36-%50,,"29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Employee stock options","Yurt dışı","Amerika Birleşik Devletleri ",,Remote,51-150,DevOps,Senior,"9-12 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Kubernetes
Linux",Dolar,Brüt,1,Almadım,,"195.003 TL - 239.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası","Yurt dışı","Amerika Birleşik Devletleri ",,Remote,11-20,Diğer,Mid,"1-3 Yıl",Salesforce,Dolar,Net,1,Almadım,"180-210 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Business Analyst",Senior,"9-12 Yıl","DevOps araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,2,%21-%35,"180-210 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Hybrid,"10.000 ve üzeri","Business Analyst",Mid,"1-3 Yıl","Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Brüt,2,%36-%50,"250-300 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Tıbbi izin",Türkiye,"Türkiye ","06 Ankara",Remote,11-20,"Backend Developer / Engineer",Mid,"12 Yıl ve üzeri","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
NoSQL
SQL","Türk Lirası",Net,2,Almadım,"180-210 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri
Tıbbi izin","Yurt dışı","Amerika Birleşik Devletleri ",,Remote,11-20,"Cyber Security Engineer",Mid,"1-3 Yıl",,"Türk Lirası",Net,1,%36-%50,,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)","Yurt dışı","Amerika Birleşik Devletleri ",,Ofiste,"10.000 ve üzeri","Research and Development Engineer",Mid,"3-5 Yıl","C, C++",Dolar,Brüt,1,Almadım,,"298.753 TL - 373.502 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","61 Trabzon",Hybrid,1.000-5.000,"Scrum Master",Mid,"1-3 Yıl","C# / .NET Framework
C, C++
SQL","Türk Lirası",Net,2,%51-%70,"150 TL altı","17.002 TL - 22.451 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Hayat sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","06 Ankara",Ofiste,1.000-5.000,"iOS Developer",Mid,"1-3 Yıl",Swift,"Türk Lirası",Brüt,2,%36-%50,"180-210 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Erzak yardımı",Türkiye,"Türkiye ","34 İstanbul",Remote,151-300,"Backend Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
SAP
SQL","Türk Lirası",Net,2,%21-%35,150-180TL,"37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)","Yurt dışı","Birleşik Arap Emirlikleri ",,Remote,301-600,"Frontend Developer / Engineer",Mid,"5-7 Yıl","Javascript / Typescript ve bağlı framework'ler",Dolar,Net,1,Almadım,"300 TL ve üzeri","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","06 Ankara",Remote,151-300,"Backend Developer / Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Brüt,2,%21-%35,"150 TL altı","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,Hiçbiri,"Yurt dışı","Amerika Birleşik Devletleri ",,Remote,1.000-5.000,"Cloud Engineer",Senior,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Kubernetes
Linux
Python
SQL",Dolar,Brüt,1,Almadım,,"195.003 TL - 239.002 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)",Türkiye,,"34 İstanbul",Hybrid,5.000-10.000,"Data Analyst",Junior,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
NoSQL
SQL","Türk Lirası",Brüt,1,Almadım,"180-210 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,,"34 İstanbul",Hybrid,"10.000 ve üzeri","Software Development Manager",Staff,"12 Yıl ve üzeri","C# / .NET Framework
Kubernetes","Türk Lirası",Net,2,%36-%50,"210-250 TL","150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,DevOps,Senior,"1-3 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes
Linux","Türk Lirası",Net,2,Almadım,"150 TL altı","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,"Fullstack Developer / Engineer",Senior,"5-7 Yıl","Javascript / Typescript ve bağlı framework'ler
PHP","Türk Lirası",Net,2,Almadım,"180-210 TL","82.653 TL - 105.102 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Hybrid,151-300,"Data Scientist",Senior,"3-5 Yıl","ChatGPT
Docker / containerd / Hyper-V / LXC / Podman
Python","Türk Lirası",Net,2,%36-%50,"250-300 TL","105.103 TL - 127.552 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","35 İzmir",Ofiste,1.000-5.000,"Software Engineer",Staff,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
PHP","Türk Lirası",Net,1,Almadım,150-180TL,"29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,601-1.000,"Engineering Manager",Senior,"12 Yıl ve üzeri","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
NoSQL","Türk Lirası",Net,2,%36-%50,"250-300 TL","150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Netflix, Spotify vs",Türkiye,"Türkiye ","06 Ankara",Remote,601-1.000,"Backend Developer / Engineer",Senior,"3-5 Yıl","Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,2,%51-%70,"210-250 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Özel günlerde hediye çeki","Yurt dışı","İngiltere ",,Remote,151-300,"Fullstack Developer / Engineer",Senior,"12 Yıl ve üzeri","DevOps araçları
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
PHP",Dolar,Net,1,Almadım,,"82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,"Data Analyst",Mid,"1-3 Yıl","Python
R
SQL","Türk Lirası",Net,2,%36-%50,150-180TL,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Netflix, Spotify vs",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Q/A - Test Automation Engineer",Junior,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları","Türk Lirası",Net,1,Almadım,"250-300 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Tamamlayıcı sağlık sigortası
Hayat sigortası",Türkiye,,,Remote,301-600,"Frontend Developer / Engineer",Senior,"7-9 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%51-%70,"210-250 TL","105.103 TL - 127.552 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Hayat sigortası
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Ofiste,601-1.000,"Q/A - Test Automation Engineer",Staff,"9-12 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%51-%70,"180-210 TL","150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,5.000-10.000,"Software Engineer",Senior,"7-9 Yıl",Kotlin,"Türk Lirası",Net,2,%21-%35,150-180TL,"127.553 TL - 150.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri
İşçi tazminatı",Türkiye,"Türkiye ","41 Kocaeli",Hybrid,151-300,"Software Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Microsoft Office Araçları
SQL","Türk Lirası",Net,2,%51-%70,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Frontend Developer / Engineer",Senior,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%36-%50,"300 TL ve üzeri","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","06 Ankara",Hybrid,301-600,"Software Development Manager",Staff,"12 Yıl ve üzeri","C# / .NET Framework
ChatGPT
DevOps araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları","Türk Lirası",Net,2,%21-%35,"210-250 TL","127.553 TL - 150.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket telefonu
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,,"34 İstanbul",Remote,1.000-5.000,"Tech Lead",Staff,"5-7 Yıl",Swift,"Türk Lirası",Net,2,%51-%70,"250-300 TL","105.103 TL - 127.552 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Emeklilik planlama hizmetleri",Türkiye,"Türkiye ","34 İstanbul",Remote,151-300,"Software Engineer",Mid,"1-3 Yıl","DevOps araçları
Java ve bağlı framework'ler
SQL","Türk Lirası",Brüt,2,%21-%35,"300 TL ve üzeri","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Ofiste,21-50,"Solution Developer / Specialist",Mid,"1-3 Yıl","C# / .NET Framework
DevOps araçları
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,1,%5-%10,,"22.452 TL - 26.802 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Ofiste,11-20,DevOps,Mid,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes
Linux
PHP","Türk Lirası",Net,1,Almadım,"180-210 TL","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi",Türkiye,"Türkiye ","34 İstanbul",Hybrid,"10.000 ve üzeri","Q/A - Test Automation Engineer",Junior,"1-3 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,1,Almadım,150-180TL,"22.452 TL - 26.802 TL"
